genotype,lib,chrs,start,stop,cos,width
wt,476,Chr1,25410387,25410641,25410514,254
wt,476,Chr2,8171913,8172348,8172131,435
wt,476,Chr2,18466753,18469364,18468059,2611
wt,476,Chr3,205223,205332,205277,109
wt,476,Chr3,17168048,17168177,17168112,129
wt,476,Chr4,7346140,7349163,7347652,3023
wt,476,Chr4,16687587,16687653,16687620,66
wt,476,Chr5,5635894,5635913,5635904,19
wt,476,Chr5,15904249,15905003,15904626,754
wt,477,Chr1,19911353,19911633,19911493,280
wt,477,Chr2,6519568,6520223,6519896,655
wt,477,Chr3,1038720,1038840,1038780,120
wt,477,Chr3,4714813,4715798,4715305,985
wt,477,Chr3,18067531,18067683,18067607,152
wt,477,Chr4,6357008,6357216,6357112,208
wt,477,Chr5,16613252,16613431,16613342,179
wt,478,Chr1,6330366,6331163,6330764,797
wt,478,Chr1,28379135,28379553,28379344,418
wt,478,Chr3,3157441,3157465,3157453,24
wt,478,Chr3,10131236,10133936,10132586,2700
wt,478,Chr3,19486588,19489332,19487960,2744
wt,478,Chr4,177785,177909,177847,124
wt,478,Chr4,15487754,15488037,15487896,283
wt,478,Chr5,7385903,7386385,7386144,482
wt,478,Chr5,9471046,9471138,9471092,92
wt,479,Chr1,11183383,11183829,11183606,446
wt,479,Chr3,15657615,15658120,15657867,505
wt,479,Chr4,7936915,7937029,7936972,114
wt,479,Chr5,9326338,9328807,9327572,2469
wt,479,Chr5,18060338,18061286,18060812,948
wt,481,Chr1,24837698,24838049,24837874,351
wt,481,Chr2,10270552,10270841,10270696,289
wt,481,Chr3,9710819,9711363,9711091,544
wt,481,Chr3,10302725,10303768,10303247,1043
wt,481,Chr3,20801587,20802165,20801876,578
wt,481,Chr4,7560753,7560869,7560811,116
wt,481,Chr5,15809996,15810733,15810364,737
wt,482,Chr1,1653093,1653737,1653415,644
wt,482,Chr1,5397915,5398007,5397961,92
wt,482,Chr2,12938212,12938902,12938557,690
wt,482,Chr2,14703903,14704263,14704083,360
wt,482,Chr3,7866523,7866577,7866550,54
wt,482,Chr4,657521,657815,657668,294
wt,482,Chr4,1529163,1529792,1529477,629
wt,482,Chr4,14625140,14625179,14625160,39
wt,482,Chr4,18054852,18054918,18054885,66
wt,482,Chr5,8728182,8728701,8728442,519
wt,483,Chr1,17349627,17350424,17350025,797
wt,483,Chr2,8423972,8424089,8424030,117
wt,483,Chr3,8623312,8623590,8623451,278
wt,483,Chr3,21057232,21059262,21058247,2030
wt,483,Chr5,6048791,6049148,6048969,357
wt,483,Chr5,16209192,16209261,16209226,69
wt,483,Chr5,20458517,20458853,20458685,336
wt,484,Chr1,10666421,10667030,10666725,609
wt,484,Chr1,16127975,16128294,16128135,319
wt,484,Chr2,758253,759010,758631,757
wt,484,Chr2,19265373,19266173,19265773,800
wt,484,Chr3,11524550,11524842,11524696,292
wt,484,Chr3,17685612,17686476,17686044,864
wt,484,Chr4,11972404,11972753,11972578,349
wt,488,Chr1,3564166,3564939,3564552,773
wt,488,Chr1,16746673,16764514,16755593,17841
wt,488,Chr1,25695919,25696065,25695992,146
wt,488,Chr1,27700199,27700558,27700379,359
wt,488,Chr2,7908850,7909132,7908991,282
wt,488,Chr2,10191027,10191196,10191111,169
wt,488,Chr3,8956068,8956318,8956193,250
wt,488,Chr4,6240128,6240555,6240342,427
wt,488,Chr5,357648,357660,357654,12
wt,488,Chr5,1116278,1116806,1116542,528
wt,488,Chr5,14886845,14887070,14886957,225
wt,488,Chr5,21967335,21967370,21967353,35
wt,489,Chr1,3868878,3870242,3869560,1364
wt,489,Chr1,26908964,26909428,26909196,464
wt,489,Chr2,9646571,9649177,9647874,2606
wt,489,Chr3,8279371,8280532,8279951,1161
wt,489,Chr4,5366200,5366209,5366204,9
wt,490,Chr1,2520249,2520391,2520320,142
wt,490,Chr1,11902942,11903456,11903199,514
wt,490,Chr1,17252716,17253039,17252878,323
wt,490,Chr2,7289168,7289304,7289236,136
wt,490,Chr3,8476031,8476343,8476187,312
wt,490,Chr4,720213,720369,720291,156
wt,490,Chr4,7312561,7312909,7312735,348
wt,490,Chr4,16900468,16900912,16900690,444
wt,490,Chr5,342423,342936,342679,513
wt,490,Chr5,6325419,6326473,6325946,1054
wt,491,Chr1,6395981,6398348,6397165,2367
wt,491,Chr1,17834401,17834532,17834467,131
wt,491,Chr1,24902817,24902925,24902871,108
wt,491,Chr2,8047400,8047538,8047469,138
wt,491,Chr3,17214690,17214728,17214709,38
wt,491,Chr4,658358,658374,658366,16
wt,491,Chr4,17466013,17466311,17466162,298
wt,492,Chr1,968896,971198,970047,2302
wt,492,Chr1,11769823,11770003,11769913,180
wt,492,Chr1,19302828,19302984,19302906,156
wt,492,Chr2,9570129,9572595,9571362,2466
wt,492,Chr3,10336923,10337401,10337162,478
wt,492,Chr3,19274793,19275226,19275009,433
wt,492,Chr4,63480,63656,63568,176
wt,492,Chr4,303972,304552,304262,580
wt,492,Chr4,6819258,6820141,6819700,883
wt,492,Chr5,16637960,16638069,16638014,109
wt,497,Chr2,2198462,2198998,2198730,536
wt,497,Chr2,6285839,6285965,6285902,126
wt,497,Chr2,17818533,17819388,17818961,855
wt,497,Chr3,6593502,6604125,6598814,10623
wt,497,Chr3,14945105,14945364,14945235,259
wt,497,Chr3,18374839,18375973,18375406,1134
wt,497,Chr4,10031345,10031378,10031361,33
wt,497,Chr4,10335244,10336578,10335911,1334
wt,497,Chr5,5513303,5514403,5513853,1100
wt,497,Chr5,16895723,16895748,16895735,25
wt,498,Chr1,22383084,22383219,22383152,135
wt,498,Chr2,588262,588342,588302,80
wt,498,Chr3,18809125,18810296,18809711,1171
wt,498,Chr3,23028893,23029001,23028947,108
wt,498,Chr4,1589616,1589867,1589742,251
wt,498,Chr4,12378662,12382189,12380426,3527
wt,498,Chr4,18191278,18191375,18191326,97
wt,498,Chr5,5997458,5997947,5997702,489
wt,498,Chr5,25897402,25898603,25898002,1201
wt,505,Chr1,16442353,16443663,16443008,1310
wt,505,Chr1,28148010,28148400,28148205,390
wt,505,Chr2,12872785,12873997,12873391,1212
wt,505,Chr3,8491493,8491912,8491703,419
wt,505,Chr3,8927866,8927921,8927894,55
wt,505,Chr4,927577,927805,927691,228
wt,505,Chr4,7521994,7522716,7522355,722
wt,505,Chr5,5771369,5771664,5771517,295
wt,505,Chr5,21451823,21451976,21451899,153
wt,506,Chr1,12155179,12155247,12155213,68
wt,506,Chr1,25301865,25302310,25302087,445
wt,506,Chr2,1276073,1276755,1276414,682
wt,506,Chr2,16780007,16780243,16780125,236
wt,506,Chr3,7090614,7091967,7091290,1353
wt,506,Chr3,10882681,10882990,10882835,309
wt,506,Chr3,17902466,17902571,17902518,105
wt,506,Chr4,5640742,5640815,5640778,73
wt,506,Chr4,16915837,16917150,16916493,1313
wt,506,Chr5,6441359,6442524,6441941,1165
wt,506,Chr5,14528402,14529776,14529089,1374
wt,506,Chr5,24498404,24498558,24498481,154
wt,510,Chr1,7382441,7383357,7382899,916
wt,510,Chr1,12936390,12936865,12936628,475
wt,510,Chr1,20190087,20190919,20190503,832
wt,510,Chr2,1874578,1874797,1874688,219
wt,510,Chr2,17995439,17997522,17996481,2083
wt,510,Chr3,9038828,9039250,9039039,422
wt,510,Chr3,16110864,16111011,16110938,147
wt,510,Chr4,9445853,9445959,9445906,106
wt,510,Chr5,5473399,5473945,5473672,546
wt,510,Chr5,14534557,14535433,14534995,876
wt,511,Chr1,4371658,4372068,4371863,410
wt,511,Chr1,12313637,12316537,12315087,2900
wt,511,Chr2,840592,840678,840635,86
wt,511,Chr2,5004140,5005611,5004876,1471
wt,511,Chr3,197228,198224,197726,996
wt,511,Chr3,15776289,15776585,15776437,296
wt,511,Chr3,19910636,19911122,19910879,486
wt,511,Chr4,5166637,5167023,5166830,386
wt,511,Chr4,6862042,6862345,6862194,303
wt,511,Chr5,4590995,4591209,4591102,214
wt,511,Chr5,21074585,21074672,21074629,87
wt,512,Chr1,3188094,3188242,3188168,148
wt,512,Chr1,9391451,9392614,9392033,1163
wt,512,Chr1,16641851,16642694,16642273,843
wt,512,Chr1,24252953,24253071,24253012,118
wt,512,Chr2,10220324,10220802,10220563,478
wt,512,Chr2,11889575,11890003,11889789,428
wt,512,Chr2,19575395,19576203,19575799,808
wt,512,Chr3,13452582,13452603,13452592,21
wt,512,Chr3,14754790,14754868,14754829,78
wt,512,Chr4,8063371,8066002,8064687,2631
wt,513,Chr1,10911027,10911378,10911203,351
wt,513,Chr1,16138256,16138787,16138522,531
wt,513,Chr1,26132424,26134960,26133692,2536
wt,513,Chr2,6292131,6292384,6292257,253
wt,513,Chr2,7862604,7862941,7862772,337
wt,513,Chr3,8171505,8171558,8171531,53
wt,513,Chr3,9489361,9489814,9489587,453
wt,513,Chr5,153072,153202,153137,130
wt,514,Chr1,2284235,2284698,2284467,463
wt,514,Chr2,15188986,15189469,15189228,483
wt,514,Chr2,18463587,18464009,18463798,422
wt,514,Chr3,8953457,8955460,8954459,2003
wt,514,Chr3,16498233,16498239,16498236,6
wt,514,Chr3,20380359,20381164,20380761,805
wt,514,Chr4,10165499,10165749,10165624,250
wt,514,Chr4,10464116,10464699,10464408,583
wt,514,Chr5,6217035,6217904,6217469,869
wt,514,Chr5,16443062,16444169,16443616,1107
wt,514,Chr5,21657519,21658024,21657771,505
wt,515,Chr1,23722244,23722269,23722256,25
wt,515,Chr1,29904781,29905074,29904927,293
wt,515,Chr1,30408738,30408914,30408826,176
wt,515,Chr2,3023648,3024046,3023847,398
wt,515,Chr2,6506637,6506706,6506671,69
wt,515,Chr2,9126963,9127078,9127021,115
wt,515,Chr3,1789482,1790142,1789812,660
wt,515,Chr3,13452392,13452603,13452498,211
wt,515,Chr4,505017,505201,505109,184
wt,515,Chr4,13073950,13075040,13074495,1090
wt,515,Chr5,1948070,1948574,1948322,504
wt,515,Chr5,11094858,11095026,11094942,168
wt,516,Chr1,29246639,29248956,29247797,2317
wt,516,Chr2,9462592,9463055,9462824,463
wt,516,Chr2,15371145,15371860,15371503,715
wt,516,Chr3,10735226,10735371,10735298,145
wt,516,Chr3,20858679,20858835,20858757,156
wt,516,Chr4,1407741,1408081,1407911,340
wt,517,Chr1,3741314,3741391,3741352,77
wt,517,Chr1,19052229,19052805,19052517,576
wt,517,Chr2,1124775,1124985,1124880,210
wt,517,Chr2,9520745,9520752,9520749,7
wt,517,Chr2,9695085,9696068,9695577,983
wt,517,Chr3,10334820,10336386,10335603,1566
wt,517,Chr4,15573198,15576167,15574682,2969
wt,517,Chr5,9304091,9304323,9304207,232
wt,518,Chr1,11953050,11953256,11953153,206
wt,518,Chr1,26045246,26045325,26045286,79
wt,518,Chr2,6036779,6036969,6036874,190
wt,518,Chr3,9337106,9337333,9337220,227
wt,518,Chr3,16566013,16566264,16566139,251
wt,518,Chr4,8922835,8924313,8923574,1478
wt,518,Chr4,11272960,11273992,11273476,1032
wt,518,Chr5,6039814,6040182,6039998,368
wt,519,Chr1,9701901,9702056,9701979,155
wt,519,Chr1,15609428,15610055,15609742,627
wt,519,Chr1,29443846,29443876,29443861,30
wt,519,Chr2,2198198,2198462,2198330,264
wt,519,Chr3,7922424,7922868,7922646,444
wt,519,Chr3,10360816,10361103,10360960,287
wt,519,Chr4,9508231,9512800,9510515,4569
wt,519,Chr5,7641314,7641562,7641438,248
wt,519,Chr5,10860398,10860623,10860510,225
wt,519,Chr5,17922517,17922605,17922561,88
wt,519,Chr5,24976568,24976718,24976643,150
wt,520,Chr1,28212407,28212489,28212448,82
wt,520,Chr1,28815643,28826609,28821126,10966
wt,520,Chr2,5007471,5007754,5007613,283
wt,520,Chr2,10829334,10829398,10829366,64
wt,520,Chr3,10311238,10311496,10311367,258
wt,520,Chr3,15825623,15825726,15825675,103
wt,520,Chr4,8472314,8472335,8472324,21
wt,520,Chr4,15873400,15873447,15873424,47
wt,520,Chr5,13740065,13749867,13744966,9802
wt,521,Chr1,26816262,26817243,26816752,981
wt,521,Chr2,1668494,1668531,1668512,37
wt,521,Chr3,3430473,3431571,3431022,1098
wt,521,Chr3,11137441,11137955,11137698,514
wt,521,Chr4,6416737,6416846,6416791,109
wt,521,Chr5,317565,317796,317681,231
wt,521,Chr5,7223822,7224006,7223914,184
wt,521,Chr5,22174890,22175344,22175117,454
wt,521,Chr5,25896327,25897402,25896865,1075
wt,522,Chr1,146734,151617,149176,4883
wt,522,Chr1,12518431,12518561,12518496,130
wt,522,Chr1,12693309,12694124,12693717,815
wt,522,Chr2,266441,267679,267060,1238
wt,522,Chr2,16347821,16347972,16347897,151
wt,522,Chr3,8960548,8960780,8960664,232
wt,522,Chr4,10949446,10956922,10953184,7476
wt,522,Chr5,4898981,4900514,4899747,1533
wt,522,Chr5,6562432,6562550,6562491,118
wt,522,Chr5,16844937,16845064,16845001,127
wt,523,Chr1,20569278,20572550,20570914,3272
wt,523,Chr2,2350013,2350262,2350137,249
wt,523,Chr2,8932364,8933040,8932702,676
wt,523,Chr3,21715788,21716017,21715902,229
wt,523,Chr5,2047036,2047492,2047264,456
wt,523,Chr5,13935981,13936123,13936052,142
wt,523,Chr5,22887294,22887486,22887390,192
wt,524,Chr2,1136958,1137220,1137089,262
wt,524,Chr2,7631747,7632027,7631887,280
wt,524,Chr2,16705894,16705921,16705908,27
wt,524,Chr3,520843,521089,520966,246
wt,524,Chr3,8935172,8935217,8935194,45
wt,524,Chr4,18459841,18460539,18460190,698
wt,524,Chr5,4988197,4988622,4988409,425
wt,524,Chr5,17709700,17709965,17709832,265
wt,524,Chr5,26368496,26368670,26368583,174
wt,525,Chr1,17648778,17650046,17649412,1268
wt,525,Chr1,27646648,27646712,27646680,64
wt,525,Chr1,30270745,30270974,30270859,229
wt,525,Chr2,545046,546765,545906,1719
wt,525,Chr2,8687745,8688619,8688182,874
wt,525,Chr3,9211564,9212024,9211794,460
wt,525,Chr3,19624429,19624923,19624676,494
wt,525,Chr4,5427965,5428110,5428037,145
wt,525,Chr4,8053479,8054251,8053865,772
wt,525,Chr4,17814773,17815496,17815135,723
wt,525,Chr5,3409730,3412795,3411262,3065
wt,525,Chr5,23010373,23011278,23010825,905
wt,526,Chr1,9943216,9943454,9943335,238
wt,526,Chr1,19136966,19137330,19137148,364
wt,526,Chr1,19555490,19555678,19555584,188
wt,526,Chr2,14938521,14938766,14938643,245
wt,526,Chr2,16763799,16764003,16763901,204
wt,526,Chr3,8770340,8771024,8770682,684
wt,526,Chr4,212128,212293,212210,165
wt,526,Chr5,7353401,7353866,7353633,465
wt,526,Chr5,15865532,15865890,15865711,358
wt,528,Chr1,4082744,4083110,4082927,366
wt,528,Chr1,5875821,5875842,5875831,21
wt,528,Chr1,11026859,11026920,11026889,61
wt,528,Chr1,26665782,26666512,26666147,730
wt,528,Chr2,1547408,1547638,1547523,230
wt,528,Chr2,16644799,16645320,16645059,521
wt,528,Chr3,16429059,16430366,16429713,1307
wt,528,Chr3,17945366,17945396,17945381,30
wt,528,Chr5,15488652,15489584,15489118,932
wt,528,Chr5,17883785,17884381,17884083,596
wt,529,Chr1,770082,770282,770182,200
wt,529,Chr1,22887079,22887583,22887331,504
wt,529,Chr2,8098399,8098493,8098446,94
wt,529,Chr3,1589853,1590299,1590076,446
wt,529,Chr4,5996107,5996259,5996183,152
wt,529,Chr5,15955084,15955527,15955306,443
wt,529,Chr5,26492086,26492948,26492517,862
wt,530,Chr1,4271383,4272454,4271919,1071
wt,530,Chr2,15583446,15584257,15583852,811
wt,530,Chr3,11731758,11731859,11731808,101
wt,530,Chr4,15454438,15460487,15457462,6049
wt,530,Chr5,589707,589815,589761,108
wt,530,Chr5,9315421,9316860,9316141,1439
wt,530,Chr5,16006158,16006194,16006176,36
wt,530,Chr5,26235097,26235389,26235243,292
wt,531,Chr1,3872981,3873151,3873066,170
wt,531,Chr1,9896702,9896890,9896796,188
wt,531,Chr1,24430527,24430592,24430559,65
wt,531,Chr2,1129835,1130209,1130022,374
wt,531,Chr2,6772016,6775087,6773552,3071
wt,531,Chr3,3067659,3068132,3067895,473
wt,531,Chr3,20599389,20601027,20600208,1638
wt,531,Chr4,807867,807901,807884,34
wt,531,Chr5,1602779,1603065,1602922,286
wt,586,Chr1,20041750,20042014,20041882,264
wt,586,Chr1,22306466,22306625,22306546,159
wt,586,Chr2,15139663,15140239,15139951,576
wt,586,Chr3,7598267,7598759,7598513,492
wt,586,Chr3,15994063,15994417,15994240,354
wt,586,Chr3,20782264,20782553,20782408,289
wt,586,Chr4,6354601,6354696,6354649,95
wt,586,Chr5,9318013,9318985,9318499,972
wt,586,Chr5,9808555,9808810,9808683,255
wt,586,Chr5,26531901,26532250,26532075,349
wt,592,Chr1,19557024,19557202,19557113,178
wt,592,Chr1,28918481,28918510,28918495,29
wt,592,Chr3,162039,162233,162136,194
wt,592,Chr3,1282837,1282848,1282843,11
wt,592,Chr3,10987920,10988075,10987998,155
wt,592,Chr3,20659280,20659484,20659382,204
wt,592,Chr4,5152040,5152139,5152090,99
wt,592,Chr5,4396655,4396928,4396791,273
wt,592,Chr5,26489894,26490686,26490290,792
wt,610,Chr1,10882122,10883442,10882782,1320
wt,610,Chr1,16821645,16821674,16821659,29
wt,610,Chr2,8586255,8586668,8586461,413
wt,610,Chr2,11859177,11859329,11859253,152
wt,610,Chr4,10351979,10352440,10352209,461
wt,610,Chr5,13772645,13772716,13772681,71
wt,610,Chr5,26347886,26348258,26348072,372
wt,611,Chr1,29761982,29762476,29762229,494
wt,611,Chr2,6815079,6815258,6815169,179
wt,611,Chr3,8951535,8952388,8951961,853
wt,611,Chr4,6697782,6698288,6698035,506
wt,611,Chr5,9431062,9432252,9431657,1190
wt,611,Chr5,22919862,22920185,22920024,323
wt,615,Chr1,7825559,7825633,7825596,74
wt,615,Chr1,17252716,17253039,17252878,323
wt,615,Chr2,7584618,7585124,7584871,506
wt,615,Chr3,14784481,14784499,14784490,18
wt,615,Chr4,5237585,5237743,5237664,158
wt,615,Chr4,7861998,7862025,7862012,27
wt,615,Chr5,911020,911298,911159,278
wt,615,Chr5,17580750,17580781,17580766,31
wt,616,Chr1,11093302,11094815,11094058,1513
wt,616,Chr1,27204852,27204887,27204870,35
wt,616,Chr2,10154676,10155741,10155208,1065
wt,616,Chr2,18401791,18402054,18401923,263
wt,616,Chr3,10216886,10217082,10216984,196
wt,616,Chr3,21053681,21054887,21054284,1206
wt,616,Chr4,11620515,11620671,11620593,156
wt,618,Chr1,29461835,29461984,29461909,149
wt,618,Chr3,7337569,7337879,7337724,310
wt,618,Chr3,22425734,22427183,22426458,1449
wt,618,Chr4,7861181,7861320,7861251,139
wt,618,Chr5,10482338,10482488,10482413,150
wt,619,Chr1,6855098,6855215,6855156,117
wt,619,Chr2,7520725,7520877,7520801,152
wt,619,Chr2,8020875,8021176,8021025,301
wt,619,Chr3,412440,412667,412554,227
wt,619,Chr3,10718990,10719044,10719017,54
wt,619,Chr4,5143455,5143504,5143479,49
wt,619,Chr5,4541394,4541694,4541544,300
wt,619,Chr5,24389082,24389762,24389422,680
wt,621,Chr1,9955866,9956211,9956038,345
wt,621,Chr1,24406832,24407242,24407037,410
wt,621,Chr2,15111724,15111980,15111852,256
wt,621,Chr2,19141665,19141815,19141740,150
wt,621,Chr3,8037474,8037696,8037585,222
wt,621,Chr4,6219392,6219679,6219536,287
wt,621,Chr5,9029747,9031015,9030381,1268
wt,622,Chr1,8685784,8685874,8685829,90
wt,622,Chr1,12613181,12613916,12613549,735
wt,622,Chr1,26208501,26209256,26208879,755
wt,622,Chr2,11583212,11583711,11583462,499
wt,622,Chr3,6879111,6881035,6880073,1924
wt,622,Chr3,9811974,9812694,9812334,720
wt,622,Chr4,8985839,8985996,8985917,157
wt,622,Chr5,9077649,9077815,9077732,166
wt,622,Chr5,15941515,15941649,15941582,134
wt,622,Chr5,21377123,21377257,21377190,134
wt,622,Chr5,21478045,21478329,21478187,284
wt,623,Chr1,28967290,28967886,28967588,596
wt,623,Chr2,158242,161222,159732,2980
wt,623,Chr2,7048981,7049289,7049135,308
wt,623,Chr3,3597609,3598666,3598137,1057
wt,623,Chr4,7353918,7354712,7354315,794
wt,623,Chr4,7758826,7758926,7758876,100
wt,623,Chr5,4060806,4062895,4061850,2089
wt,623,Chr5,13935195,13935679,13935437,484
wt,623,Chr5,17200286,17200373,17200330,87
wt,627,Chr1,1382716,1423007,1402862,40291
wt,627,Chr1,16145509,16145707,16145608,198
wt,627,Chr1,24978695,24978885,24978790,190
wt,627,Chr2,1926865,1927123,1926994,258
wt,627,Chr3,8143455,8143880,8143667,425
wt,627,Chr4,7491109,7491265,7491187,156
wt,635,Chr1,1814623,1815070,1814847,447
wt,635,Chr1,17130749,17131517,17131133,768
wt,635,Chr1,23635433,23635512,23635473,79
wt,635,Chr1,29184778,29185742,29185260,964
wt,635,Chr2,13099699,13101195,13100447,1496
wt,635,Chr2,16627570,16627615,16627592,45
wt,635,Chr3,6044336,6044548,6044442,212
wt,635,Chr3,9702177,9702252,9702215,75
wt,635,Chr3,20593238,20593625,20593432,387
wt,635,Chr3,22621709,22622308,22622009,599
wt,635,Chr4,797258,797345,797302,87
wt,635,Chr4,4883427,4883682,4883555,255
wt,635,Chr5,315242,315775,315508,533
wt,635,Chr5,16088350,16088405,16088378,55
wt,635,Chr5,25823936,25824138,25824037,202
wt,636,Chr1,1595032,1595475,1595254,443
wt,636,Chr1,3932938,3933012,3932975,74
wt,636,Chr1,24789155,24790260,24789707,1105
wt,636,Chr1,28362736,28364685,28363710,1949
wt,636,Chr3,1064461,1064628,1064545,167
wt,636,Chr3,9865048,9866556,9865802,1508
wt,636,Chr4,68229,68370,68299,141
wt,636,Chr4,5299784,5299895,5299840,111
wt,636,Chr4,14445204,14448701,14446952,3497
wt,637,Chr2,287952,288103,288028,151
wt,637,Chr2,5665889,5665944,5665917,55
wt,637,Chr2,11813102,11814826,11813964,1724
wt,637,Chr3,7662671,7662884,7662777,213
wt,637,Chr3,20693156,20693909,20693532,753
wt,637,Chr4,10274383,10274977,10274680,594
wt,637,Chr5,3511073,3511677,3511375,604
wt,637,Chr5,14709459,14709626,14709543,167
wt,637,Chr5,26570806,26571588,26571197,782
wt,640,Chr1,16263784,16264049,16263916,265
wt,640,Chr1,26241778,26241836,26241807,58
wt,640,Chr2,6505070,6505127,6505098,57
wt,640,Chr3,2645211,2645369,2645290,158
wt,640,Chr3,10336386,10336470,10336428,84
wt,640,Chr4,5416020,5416330,5416175,310
wt,640,Chr4,10774657,10775043,10774850,386
wt,640,Chr5,1110804,1111443,1111124,639
wt,640,Chr5,17514248,17514282,17514265,34
wt,640,Chr5,20920290,20920783,20920536,493
wt,642,Chr2,473975,473976,473975,1
wt,642,Chr2,9369123,9369694,9369409,571
wt,642,Chr2,17379769,17380709,17380239,940
wt,642,Chr2,18601234,18601343,18601288,109
wt,642,Chr3,11104932,11105279,11105106,347
wt,642,Chr4,8634593,8635411,8635002,818
wt,642,Chr4,11032649,11032668,11032659,19
wt,642,Chr5,2930912,2935997,2933454,5085
wt,642,Chr5,23261700,23262867,23262284,1167
wt,642,Chr5,26362965,26363318,26363141,353
wt,651,Chr2,6810431,6810531,6810481,100
wt,651,Chr2,9713253,9713836,9713545,583
wt,651,Chr3,4442171,4442933,4442552,762
wt,651,Chr4,18074252,18075418,18074835,1166
wt,651,Chr5,6063529,6063632,6063581,103
wt,651,Chr5,13900313,13900435,13900374,122
wt,651,Chr5,22025194,22028122,22026658,2928
wt,653,Chr1,4783616,4783826,4783721,210
wt,653,Chr1,7638527,7639278,7638903,751
wt,653,Chr1,18432694,18433809,18433252,1115
wt,653,Chr1,25026551,25026651,25026601,100
wt,653,Chr2,15142113,15143739,15142926,1626
wt,653,Chr3,8979898,8980123,8980010,225
wt,653,Chr3,10950579,10950702,10950641,123
wt,653,Chr4,11893282,11898058,11895670,4776
wt,653,Chr5,7176403,7176572,7176487,169
wt,653,Chr5,13612357,13612952,13612655,595
wt,653,Chr5,18781031,18781202,18781117,171
wt,655,Chr1,7793158,7793609,7793384,451
wt,655,Chr1,18543073,18543764,18543419,691
wt,655,Chr1,26645448,26646282,26645865,834
wt,655,Chr1,29443659,29443846,29443753,187
wt,655,Chr2,6294079,6294137,6294108,58
wt,655,Chr2,16313721,16314358,16314039,637
wt,655,Chr3,15985269,15985760,15985515,491
wt,655,Chr3,17899029,17899107,17899068,78
wt,655,Chr4,10886801,10887893,10887347,1092
wt,655,Chr5,25981254,25981373,25981314,119
wt,671,Chr1,2830044,2831840,2830942,1796
wt,671,Chr1,11936098,11936615,11936356,517
wt,671,Chr1,25300711,25300762,25300737,51
wt,671,Chr2,1183550,1183632,1183591,82
wt,671,Chr2,14574131,14574483,14574307,352
wt,671,Chr2,17130436,17140009,17135222,9573
wt,671,Chr3,8970664,8972851,8971758,2187
wt,671,Chr4,13497220,13498707,13497964,1487
wt,671,Chr4,17518042,17518447,17518244,405
wt,671,Chr5,14124660,14125254,14124957,594
wt,671,Chr5,15762648,15762804,15762726,156
wt,677,Chr1,567819,568351,568085,532
wt,677,Chr1,17913647,17913798,17913723,151
wt,677,Chr1,27144432,27144866,27144649,434
wt,677,Chr2,4803217,4804568,4803893,1351
wt,677,Chr2,5768705,5769264,5768985,559
wt,677,Chr2,18602813,18603110,18602961,297
wt,677,Chr4,16322404,16324452,16323428,2048
wt,677,Chr5,22867906,22867977,22867942,71
wt,706,Chr2,12012494,12014757,12013626,2263
wt,706,Chr2,17029294,17031734,17030514,2440
wt,706,Chr3,10793602,10795629,10794616,2027
wt,706,Chr3,11721217,11721234,11721225,17
wt,706,Chr4,436117,436129,436123,12
wt,706,Chr4,8606954,8607244,8607099,290
wt,709,Chr1,6116342,6116409,6116376,67
wt,709,Chr1,17818396,17819367,17818882,971
wt,709,Chr2,7183735,7184797,7184266,1062
wt,709,Chr2,7700407,7700617,7700512,210
wt,709,Chr2,17647565,17647931,17647748,366
wt,709,Chr3,9606397,9606477,9606437,80
wt,709,Chr5,15871676,15872789,15872232,1113
wt,709,Chr5,16594066,16594171,16594118,105
wt,709,Chr5,22070389,22070700,22070545,311
wt,710,Chr1,7963958,7963983,7963970,25
wt,710,Chr1,26406589,26407495,26407042,906
wt,710,Chr2,561683,561988,561835,305
wt,710,Chr2,9176858,9177215,9177036,357
wt,710,Chr2,15238911,15239862,15239387,951
wt,710,Chr4,273948,275349,274648,1401
wt,710,Chr4,17608214,17610179,17609196,1965
wt,710,Chr5,13771680,13772347,13772014,667
wt,711,Chr2,6312996,6316198,6314597,3202
wt,711,Chr2,10755077,10755113,10755095,36
wt,711,Chr3,8729714,8730190,8729952,476
wt,711,Chr3,15344266,15344496,15344381,230
wt,711,Chr5,1133094,1137364,1135229,4270
wt,711,Chr5,16668709,16668772,16668741,63
wt,712,Chr1,16416807,16417475,16417141,668
wt,712,Chr1,26585390,26586874,26586132,1484
wt,712,Chr2,663795,663828,663811,33
wt,712,Chr2,10610058,10610624,10610341,566
wt,712,Chr3,11282800,11283047,11282924,247
wt,712,Chr4,5738007,5738143,5738075,136
wt,712,Chr5,25889671,25889879,25889775,208
wt,714,Chr1,19514737,19515616,19515177,879
wt,714,Chr2,7719655,7720078,7719867,423
wt,714,Chr3,11154606,11154811,11154708,205
wt,714,Chr3,18787684,18787772,18787728,88
wt,714,Chr3,20590706,20592402,20591554,1696
wt,714,Chr4,6424545,6425346,6424945,801
wt,714,Chr5,5152298,5152477,5152388,179
wt,714,Chr5,10802854,10802930,10802892,76
wt,715,Chr1,11384793,11384985,11384889,192
wt,715,Chr1,21902584,21902915,21902750,331
wt,715,Chr2,7816173,7816815,7816494,642
wt,715,Chr2,18849092,18849338,18849215,246
wt,715,Chr3,1713852,1714183,1714018,331
wt,715,Chr3,17914711,17914851,17914781,140
wt,718,Chr3,14944658,14944998,14944828,340
